_MEMBER_GenesID,_LogP_GenesID,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
1,-7.437140993620529,GO:0050921,M1,1,0,GO Biological Processes,19,positive regulation of chemotaxis,19_GO:0040011 locomotion,-7.437140993620529,8.072436040044494,8.688236544104518,30238,145,310,12,3.870967741935484,1.0956105720533087,972|1436|1906|2152|3071|3791|3965|4088|5156|59341|64805|196527,CD74|CSF1R|EDN1|F3|NCKAP1L|KDR|LGALS9|SMAD3|PDGFRA|TRPV4|P2RY12|ANO6,-4.851739638571333,0,3,0,0,-12.588425106978312,10.450921658986175,
1,-7.2765725400219505,GO:0050920,M1,1,0,GO Biological Processes,19,regulation of chemotaxis,19_GO:0040011 locomotion,-7.2765725400219505,6.38124811576726,8.040202314639533,30238,214,310,14,4.516129032258065,1.1794168621847891,285|972|1436|1906|2152|3071|3791|3965|4088|5156|59341|64805|80024|196527,ANGPT2|CD74|CSF1R|EDN1|F3|NCKAP1L|KDR|LGALS9|SMAD3|PDGFRA|TRPV4|P2RY12|SLC8B1|ANO6,-4.713447579683907,0,3,0,0,-12.588425106978312,10.450921658986175,
1,-4.537456115687234,GO:0002687,M1,1,0,GO Biological Processes,19,positive regulation of leukocyte migration,19_GO:0040011 locomotion,-4.537456115687234,5.775509337860781,6.007179597100953,30238,152,310,9,2.903225806451613,0.9535906008716175,972|1436|1906|3071|3965|59341|64805|81704|196527,CD74|CSF1R|EDN1|NCKAP1L|LGALS9|TRPV4|P2RY12|DOCK8|ANO6,-2.5348069209555786,0,3,0,0,-12.588425106978312,10.450921658986175,
1,-4.308421057578398,GO:0002688,M1,1,0,GO Biological Processes,19,regulation of leukocyte chemotaxis,19_GO:0040011 locomotion,-4.308421057578398,6.1931387608806965,5.945066927032993,30238,126,310,8,2.5806451612903225,0.9005460470406026,972|1436|1906|3071|3965|59341|80024|196527,CD74|CSF1R|EDN1|NCKAP1L|LGALS9|TRPV4|SLC8B1|ANO6,-2.370265368032528,0,3,0,0,-12.588425106978312,10.450921658986175,
1,-4.187370497469305,GO:0002690,M1,1,0,GO Biological Processes,19,positive regulation of leukocyte chemotaxis,19_GO:0040011 locomotion,-4.187370497469305,7.03910874625873,6.063051231514131,30238,97,310,7,2.2580645161290325,0.8437772146223276,972|1436|1906|3071|3965|59341|196527,CD74|CSF1R|EDN1|NCKAP1L|LGALS9|TRPV4|ANO6,-2.277458050906605,0,3,0,0,-12.588425106978312,10.450921658986175,
1,-3.798663263580448,GO:0002685,M1,1,0,GO Biological Processes,19,regulation of leukocyte migration,19_GO:0040011 locomotion,-3.798663263580448,4.186349162397895,4.969192929585034,30238,233,310,10,3.225806451612903,1.0035016400617018,972|1436|1906|3071|3965|59341|64805|80024|81704|196527,CD74|CSF1R|EDN1|NCKAP1L|LGALS9|TRPV4|P2RY12|SLC8B1|DOCK8|ANO6,-2.0106058783872975,0,3,0,0,-12.588425106978312,10.450921658986175,
1,-3.2771073489293574,GO:0071677,M1,1,0,GO Biological Processes,19,positive regulation of mononuclear cell migration,19_GO:0040011 locomotion,-3.2771073489293574,5.971955233706386,5.017414410822094,30238,98,310,6,1.935483870967742,0.7824739288287934,1436|3965|59341|64805|81704|196527,CSF1R|LGALS9|TRPV4|P2RY12|DOCK8|ANO6,-1.6051480187737817,0,3,0,0,-12.588425106978312,10.450921658986175,
1,-3.027422288447586,GO:0071675,M1,1,0,GO Biological Processes,19,regulation of mononuclear cell migration,19_GO:0040011 locomotion,-3.027422288447586,4.551956989247312,4.438416121386813,30238,150,310,7,2.2580645161290325,0.8437772146223276,1436|3965|59341|64805|80024|81704|196527,CSF1R|LGALS9|TRPV4|P2RY12|SLC8B1|DOCK8|ANO6,-1.4161203634254533,0,3,0,0,-12.588425106978312,10.450921658986175,
1,-2.538908064006482,GO:1905523,M1,1,0,GO Biological Processes,19,positive regulation of macrophage migration,19_GO:0040011 locomotion,-2.538908064006482,10.450921658986175,5.092009034440814,30238,28,310,3,0.967741935483871,0.5560159811311212,1436|59341|64805,CSF1R|TRPV4|P2RY12,-1.0501118469216504,0,3,0,0,-12.588425106978312,10.450921658986175,
1,-12.574118294420977,GO:0001775,M1,1,0,GO Biological Processes,19,cell activation,19_GO:0032501 multicellular organismal process,-12.574118294420977,4.399442966411707,9.763799590119735,30238,776,310,35,11.290322580645162,1.7974541800337875,678|718|953|972|1380|1608|1906|3105|3133|3688|3953|4064|4088|4734|5156|5327|6338|7096|7099|8323|8809|9452|9976|10461|10859|23303|23308|51176|54440|54518|57580|64805|81704|221395|441478,ZFP36L2|C3|ENTPD1|CD74|CR2|DGKG|EDN1|HLA-A|HLA-E|ITGB1|LEPR|CD180|SMAD3|NEDD4|PDGFRA|PLAT|SCNN1B|TLR1|TLR4|FZD6|IL18R1|ITM2A|CLEC2B|MERTK|LILRB1|KIF13B|ICOSLG|LEF1|SASH3|APBB1IP|PREX1|P2RY12|DOCK8|ADGRF5|NRARP,-9.010993334082933,0,4,1,1,-12.574118294420977,11.612135176651305,
1,-12.04557594383665,GO:0030097,M1,1,0,GO Biological Processes,19,hemopoiesis,19_GO:0032502 developmental process,-12.04557594383665,4.464471388304774,9.582522618138563,30238,721,310,33,10.64516129032258,1.7516781540211899,678|972|1380|1436|2034|2122|2235|2624|2908|3059|3071|3688|3791|3953|5156|5978|6005|6886|7037|7099|8809|9452|10461|10859|23308|51176|54440|57045|57580|122618|135228|221395|441478,ZFP36L2|CD74|CR2|CSF1R|EPAS1|MECOM|FECH|GATA2|NR3C1|HCLS1|NCKAP1L|ITGB1|KDR|LEPR|PDGFRA|REST|RHAG|TAL1|TFRC|TLR4|IL18R1|ITM2A|MERTK|LILRB1|ICOSLG|LEF1|SASH3|TWSG1|PREX1|PLD4|CD109|ADGRF5|NRARP,-8.704299733114961,0,4,0,0,-12.574118294420977,11.612135176651305,
1,-10.398536063328036,GO:0045321,M1,1,0,GO Biological Processes,19,leukocyte activation,19_GO:0002376 immune system process,-10.398536063328036,4.365302668259658,8.81354242724243,30238,648,310,29,9.35483870967742,1.6539014126756544,678|718|972|1380|1906|3105|3133|3688|3953|4064|4088|4734|6338|7096|7099|8809|9452|9976|10461|10859|23303|23308|51176|54440|54518|57580|81704|221395|441478,ZFP36L2|C3|CD74|CR2|EDN1|HLA-A|HLA-E|ITGB1|LEPR|CD180|SMAD3|NEDD4|SCNN1B|TLR1|TLR4|IL18R1|ITM2A|CLEC2B|MERTK|LILRB1|KIF13B|ICOSLG|LEF1|SASH3|APBB1IP|PREX1|DOCK8|ADGRF5|NRARP,-7.35828984827033,0,4,0,0,-12.574118294420977,11.612135176651305,
1,-9.669269000517108,GO:0046649,M1,1,0,GO Biological Processes,19,lymphocyte activation,19_GO:0002376 immune system process,-9.669269000517108,4.689516129032258,8.637193418531153,30238,520,310,25,8.064516129032258,1.546499890499672,678|718|972|1380|3105|3133|3688|3953|4064|4088|4734|7099|8809|9452|9976|10461|10859|23303|23308|51176|54440|54518|57580|81704|441478,ZFP36L2|C3|CD74|CR2|HLA-A|HLA-E|ITGB1|LEPR|CD180|SMAD3|NEDD4|TLR4|IL18R1|ITM2A|CLEC2B|MERTK|LILRB1|KIF13B|ICOSLG|LEF1|SASH3|APBB1IP|PREX1|DOCK8|NRARP,-6.725932798467458,0,4,0,0,-12.574118294420977,11.612135176651305,
1,-8.322881725192605,GO:0042110,M1,1,0,GO Biological Processes,19,T cell activation,19_GO:0002376 immune system process,-8.322881725192605,5.295133640552995,8.225714377570977,30238,350,310,19,6.129032258064516,1.3623250871876456,678|972|3105|3133|3953|4088|4734|7099|8809|9976|10859|23303|23308|51176|54440|54518|57580|81704|441478,ZFP36L2|CD74|HLA-A|HLA-E|LEPR|SMAD3|NEDD4|TLR4|IL18R1|CLEC2B|LILRB1|KIF13B|ICOSLG|LEF1|SASH3|APBB1IP|PREX1|DOCK8|NRARP,-5.500119454348805,0,4,0,0,-12.574118294420977,11.612135176651305,
1,-8.132575830646319,GO:0002521,M1,1,0,GO Biological Processes,19,leukocyte differentiation,19_GO:0032502 developmental process,-8.132575830646319,4.644854070660522,7.84737702482521,30238,441,310,21,6.774193548387097,1.4273025049617203,678|972|1380|1436|2624|2908|3688|3953|6886|7037|7099|8809|9452|10461|10859|23308|51176|54440|57580|135228|441478,ZFP36L2|CD74|CR2|CSF1R|GATA2|NR3C1|ITGB1|LEPR|TAL1|TFRC|TLR4|IL18R1|ITM2A|MERTK|LILRB1|ICOSLG|LEF1|SASH3|PREX1|CD109|NRARP,-5.334533782138395,0,4,0,0,-12.574118294420977,11.612135176651305,
1,-6.542929419896602,GO:0008283,M1,1,0,GO Biological Processes,19,cell population proliferation,19_GO:0009987 cellular process,-6.542929419896602,3.2557388345751326,6.36225470821456,30238,749,310,25,8.064516129032258,1.546499890499672,639|1380|1436|2122|2624|3486|3688|3791|3953|4064|4088|5243|6662|6663|6926|7099|8323|10203|10859|51176|54440|81704|135228|440097|441478,PRDM1|CR2|CSF1R|MECOM|GATA2|IGFBP3|ITGB1|KDR|LEPR|CD180|SMAD3|ABCB1|SOX9|SOX10|TBX3|TLR4|FZD6|CALCRL|LILRB1|LEF1|SASH3|DOCK8|CD109|DBX2|NRARP,-4.099280300465355,0,4,0,0,-12.574118294420977,11.612135176651305,
1,-6.406799055257225,GO:1903131,M1,1,0,GO Biological Processes,19,mononuclear cell differentiation,19_GO:0032502 developmental process,-6.406799055257225,4.433724340175953,6.800464673722411,30238,374,310,17,5.483870967741935,1.2930512251701534,678|972|1380|1436|2908|3688|3953|7099|8809|9452|10461|10859|23308|51176|54440|57580|441478,ZFP36L2|CD74|CR2|CSF1R|NR3C1|ITGB1|LEPR|TLR4|IL18R1|ITM2A|MERTK|LILRB1|ICOSLG|LEF1|SASH3|PREX1|NRARP,-3.9949417702498295,0,4,0,0,-12.574118294420977,11.612135176651305,
1,-4.922613977873892,GO:0030098,M1,1,0,GO Biological Processes,19,lymphocyte differentiation,19_GO:0002376 immune system process,-4.922613977873892,4.327799185291203,5.825592625596205,30238,293,310,13,4.193548387096774,1.1384326954403576,678|972|1380|3688|3953|8809|9452|10461|23308|51176|54440|57580|441478,ZFP36L2|CD74|CR2|ITGB1|LEPR|IL18R1|ITM2A|MERTK|ICOSLG|LEF1|SASH3|PREX1|NRARP,-2.824375815838499,0,4,0,0,-12.574118294420977,11.612135176651305,
1,-4.492712594634302,GO:0002285,M1,1,0,GO Biological Processes,19,lymphocyte activation involved in immune response,19_GO:0002376 immune system process,-4.492712594634302,5.7005027230833685,5.9517986192372545,30238,154,310,9,2.903225806451613,0.9535906008716175,972|4064|7099|8809|9452|10859|23308|51176|54518,CD74|CD180|TLR4|IL18R1|ITM2A|LILRB1|ICOSLG|LEF1|APBB1IP,-2.505544823060015,0,4,0,0,-12.574118294420977,11.612135176651305,
1,-4.165254521527411,GO:0042100,M1,1,0,GO Biological Processes,19,B cell proliferation,19_GO:0002376 immune system process,-4.165254521527411,11.612135176651305,7.004289040827377,30238,42,310,5,1.6129032258064515,0.7154715696541107,1380|4064|7099|51176|54440,CR2|CD180|TLR4|LEF1|SASH3,-2.2585472148399215,0,4,0,0,-12.574118294420977,11.612135176651305,
1,-3.9859262155604056,GO:0070661,M1,1,0,GO Biological Processes,19,leukocyte proliferation,19_GO:0009987 cellular process,-3.9859262155604056,5.573824884792627,5.520597459340643,30238,140,310,8,2.5806451612903225,0.9005460470406026,1380|1436|4064|7099|10859|51176|54440|81704,CR2|CSF1R|CD180|TLR4|LILRB1|LEF1|SASH3|DOCK8,-2.1317883803159043,0,4,0,0,-12.574118294420977,11.612135176651305,
1,-3.9702235385515707,GO:0002366,M1,1,0,GO Biological Processes,19,leukocyte activation involved in immune response,19_GO:0002376 immune system process,-3.9702235385515707,4.393780877651845,5.165296147611028,30238,222,310,10,3.225806451612903,1.0035016400617018,972|4064|6338|7099|8809|9452|10859|23308|51176|54518,CD74|CD180|SCNN1B|TLR4|IL18R1|ITM2A|LILRB1|ICOSLG|LEF1|APBB1IP,-2.1234810672445654,0,4,0,0,-12.574118294420977,11.612135176651305,
1,-3.9066128831161158,GO:0002263,M1,1,0,GO Biological Processes,19,cell activation involved in immune response,19_GO:0002376 immune system process,-3.9066128831161158,4.316014844419069,5.092541373108261,30238,226,310,10,3.225806451612903,1.0035016400617018,972|4064|6338|7099|8809|9452|10859|23308|51176|54518,CD74|CD180|SCNN1B|TLR4|IL18R1|ITM2A|LILRB1|ICOSLG|LEF1|APBB1IP,-2.077220033373302,0,4,0,0,-12.574118294420977,11.612135176651305,
1,-3.676279515573973,GO:0046651,M1,1,0,GO Biological Processes,19,lymphocyte proliferation,19_GO:0002376 immune system process,-3.676279515573973,5.83584229390681,5.333861276707221,30238,117,310,7,2.2580645161290325,0.8437772146223276,1380|4064|7099|10859|51176|54440|81704,CR2|CD180|TLR4|LILRB1|LEF1|SASH3|DOCK8,-1.9215906095240398,0,4,0,0,-12.574118294420977,11.612135176651305,
1,-3.673332843861381,GO:0030217,M1,1,0,GO Biological Processes,19,T cell differentiation,19_GO:0002376 immune system process,-3.673332843861381,4.456230555100704,4.9532468841088395,30238,197,310,9,2.903225806451613,0.9535906008716175,678|972|3953|8809|23308|51176|54440|57580|441478,ZFP36L2|CD74|LEPR|IL18R1|ICOSLG|LEF1|SASH3|PREX1|NRARP,-1.9208883587339003,0,4,0,0,-12.574118294420977,11.612135176651305,
1,-3.5864965496754833,GO:0032943,M1,1,0,GO Biological Processes,19,mononuclear cell proliferation,19_GO:0009987 cellular process,-3.5864965496754833,5.6429218874966685,5.2082228323374595,30238,121,310,7,2.2580645161290325,0.8437772146223276,1380|4064|7099|10859|51176|54440|81704,CR2|CD180|TLR4|LILRB1|LEF1|SASH3|DOCK8,-1.8516017040644004,0,4,0,0,-12.574118294420977,11.612135176651305,
1,-3.561023962002756,GO:0042113,M1,1,0,GO Biological Processes,19,B cell activation,19_GO:0002376 immune system process,-3.561023962002756,4.303320683111955,4.818041998595895,30238,204,310,9,2.903225806451613,0.9535906008716175,718|1380|3688|4064|7099|9452|23308|51176|54440,C3|CR2|ITGB1|CD180|TLR4|ITM2A|ICOSLG|LEF1|SASH3,-1.8314710592884098,0,4,0,0,-12.574118294420977,11.612135176651305,
1,-3.3008436212735943,GO:0002286,M1,1,0,GO Biological Processes,19,T cell activation involved in immune response,19_GO:0002376 immune system process,-3.3008436212735943,6.033521782507482,5.053477545207581,30238,97,310,6,1.935483870967742,0.7824739288287934,972|8809|10859|23308|51176|54518,CD74|IL18R1|LILRB1|ICOSLG|LEF1|APBB1IP,-1.6242093861080318,0,4,0,0,-12.574118294420977,11.612135176651305,
1,-12.223202865876718,GO:0043235,M1,1,0,GO Cellular Components,20,receptor complex,,-12.223202865876718,5.190304823912401,10.046809745033755,30238,545,310,29,9.35483870967742,1.6539014126756544,972|1380|1436|2065|2321|3455|3560|3597|3655|3685|3688|3791|3822|3953|4088|5156|5787|7037|7096|7099|7133|8809|9283|10203|10461|51284|54518|81793|115207,CD74|CR2|CSF1R|ERBB3|FLT1|IFNAR2|IL2RB|IL13RA1|ITGA6|ITGAV|ITGB1|KDR|KLRC2|LEPR|SMAD3|PDGFRA|PTPRB|TFRC|TLR1|TLR4|TNFRSF1B|IL18R1|GPR37L1|CALCRL|MERTK|TLR7|APBB1IP|TLR10|KCTD12,-8.785016642146974,0,5,1,1,-12.223202865876718,5.190304823912401,
1,-7.825984972648793,GO:0098797,M1,1,0,GO Cellular Components,20,plasma membrane protein complex,,-7.825984972648793,3.5637784276921733,7.181421382861428,30238,739,310,27,8.709677419354838,1.6015207099728122,482|972|1003|2065|2787|3105|3117|3122|3127|3133|3560|3597|3655|3685|3688|3773|5156|6640|7037|7096|8809|9368|9630|10203|28316|54518|55970,ATP1B2|CD74|CDH5|ERBB3|GNG5|HLA-A|HLA-DQA1|HLA-DRA|HLA-DRB5|HLA-E|IL2RB|IL13RA1|ITGA6|ITGAV|ITGB1|KCNJ16|PDGFRA|SNTA1|TFRC|TLR1|IL18R1|NHERF1|GNA14|CALCRL|CDH20|APBB1IP|GNG12,-5.128161438413292,0,5,0,0,-12.223202865876718,5.190304823912401,
1,-3.22563656907586,GO:0098802,M1,1,0,GO Cellular Components,20,plasma membrane signaling receptor complex,,-3.22563656907586,3.2912923016030082,4.233289010713435,30238,326,310,11,3.5483870967741935,1.0507257993634467,2065|3560|3597|3655|3685|3688|7037|7096|8809|10203|54518,ERBB3|IL2RB|IL13RA1|ITGA6|ITGAV|ITGB1|TFRC|TLR1|IL18R1|CALCRL|APBB1IP,-1.5701020969564357,0,5,0,0,-12.223202865876718,5.190304823912401,
1,-11.8880551824875,GO:0002694,M1,1,0,GO Biological Processes,19,regulation of leukocyte activation,19_GO:0002376 immune system process,-11.8880551824875,4.852832611137859,9.726300445003465,30238,603,310,30,9.67741935483871,1.6791794176020236,639|678|945|972|3071|3105|3117|3122|3127|3133|3635|3822|3965|5074|5791|6541|7037|7099|7133|10461|10859|23308|51176|54440|57045|64092|64115|81704|221395|441478,PRDM1|ZFP36L2|CD33|CD74|NCKAP1L|HLA-A|HLA-DQA1|HLA-DRA|HLA-DRB5|HLA-E|INPP5D|KLRC2|LGALS9|PAWR|PTPRE|SLC7A1|TFRC|TLR4|TNFRSF1B|MERTK|LILRB1|ICOSLG|LEF1|SASH3|TWSG1|SAMSN1|VSIR|DOCK8|ADGRF5|NRARP,-8.588171656924038,0,6,1,1,-11.8880551824875,10.090545050055617,
1,-11.557157977517978,GO:0050865,M1,1,0,GO Biological Processes,19,regulation of cell activation,19_GO:0032501 multicellular organismal process,-11.557157977517978,4.553915662650603,9.424264622932407,30238,664,310,31,10.0,1.7038855027411945,639|678|945|972|3071|3105|3117|3122|3127|3133|3635|3822|3965|5074|5156|5791|6541|7037|7099|7133|10461|10859|23308|51176|54440|57045|64092|64115|81704|221395|441478,PRDM1|ZFP36L2|CD33|CD74|NCKAP1L|HLA-A|HLA-DQA1|HLA-DRA|HLA-DRB5|HLA-E|INPP5D|KLRC2|LGALS9|PAWR|PDGFRA|PTPRE|SLC7A1|TFRC|TLR4|TNFRSF1B|MERTK|LILRB1|ICOSLG|LEF1|SASH3|TWSG1|SAMSN1|VSIR|DOCK8|ADGRF5|NRARP,-8.352611295610005,0,6,0,0,-11.8880551824875,10.090545050055617,
